"state","potency","weight","month","price"
"FL",47,1,4,100
"MA",44,1,4,100
"AL",81,1,4,100
"NY",82,1,4,90
"NY",92,1,4,60
"CA",78,1,4,60
"VA",54,1,4,50
"NY",93,1,4,50
"GA",87,2,4,50
"CA",56,2,4,45
"NY",93,1,4,40
"FL",78,1,4,40
"GA",83,1,4,40
"HI",75,110,5,6400
"NJ",39,147,5,4500
"FL",49,84,5,4200
"IL",48,124,5,3200
"VA",31,90,5,3000
"FL",36,20,5,3000
"AL",61,120,5,2800
"FL",49,31,5,2600
"CA",56,95,5,2500
"OH",38,55,5,2400
"MN",73,8,5,2400
"FL",48,78,5,2300
"FL",61,59,5,2300
"CA",38,103,5,2300
"IA",45,47,5,2200
"VA",44,53,5,2200
"OH",39,53,5,2200
"LA",60,84,5,2100
"LA",86,43,5,2100
"FL",49,57,5,2100
"FL",24,70,5,2100
"NY",56,57,5,2100
"DC",53,58,5,2000
"NY",59,45,5,2000
"GA",51,61,5,2000
"KY",59,39,5,1900
"FL",43,46,5,1900
"MI",34,41,5,1800
"CA",76,72,5,1800
"SC",82,48,5,1800
"CT",72,49,5,1800
"IL",45,63,5,1800
"CA",78,71,5,1800
"OH",44,42,5,1800
"LA",35,52,5,1800
"GA",42,20,5,1700
"MO",60,54,5,1700
"CT",49,55,5,1700
"FL",78,39,5,1600
"NY",68,48,5,1600
"KY",31,49,5,1600
"FL",58,33,5,1500
"FL",30,41,5,1500
"IL",74,62,5,1500
"IL",43,53,5,1500
"NY",78,50,5,1500
"CA",58,55,5,1500
"FL",32,19,5,1500
"IL",72,62,5,1500
"CA",63,56,5,1500
"OK",42,62,5,1500
"CA",82,50,5,1300
"GA",58,61,5,1300
"IL",46,40,5,1300
"OK",42,29,5,1300
"NV",74,48,5,1300
"GA",42,60,5,1300
"MD",63,25,5,1200
"VA",71,10,5,1200
"FL",31,37,5,1200
"CA",65,50,5,1200
"VA",43,55,5,1200
"CA",57,54,5,1200
"IN",44,28,5,1200
"IN",38,28,5,1200
"RI",30,27,5,1100
"NY",69,26,5,1100
"DC",55,30,5,1100
"IN",54,45,5,1000
"VA",90,7,5,1000
"FL",86,7,5,1000
"KS",52,28,5,1000
"LA",61,44,5,1000
"FL",36,23,5,1000
"MD",66,26,5,1000
"FL",53,8,5,1000
"CT",49,28,5,1000
"FL",39,8,5,1000
"NY",43,28,5,980
"AL",46,28,5,950
"IL",33,28,5,920
"GA",82,11,5,900
"NY",62,27,5,900
"IL",56,28,5,900
"IL",32,28,5,900
"VA",42,28,5,900
"VA",49,27,5,820
"PA",55,8,5,800
"GA",58,22,5,800
"IL",77,20,5,800
"VA",26,16,5,800
"FL",48,7,5,800
"CT",80,7,5,800
"LA",73,19,5,800
"LA",52,27,5,780
"IN",65,24,5,750
"MO",25,13,5,750
"CA",63,28,5,750
"FL",57,24,5,750
"CA",71,27,5,710
"CA",73,23,5,700
"NV",70,22,5,700
"OK",61,8,5,700
"CA",93,28,5,700
"ME",47,7,5,700
"VA",86,5,5,700
"VA",77,6,5,650
"LA",61,23,5,650
"LA",55,26,5,650
"FL",69,7,5,650
"CA",65,27,5,600
"FL",33,19,5,600
"WI",77,7,5,600
"WV",71,14,5,600
"WV",68,13,5,600
"VA",59,7,5,600
"IN",35,13,5,600
"WV",42,7,5,600
"LA",78,12,5,600
"IN",75,12,5,600
"FL",36,18,5,500
"WI",49,8,5,500
"VA",44,13,5,500
"FL",97,2,5,500
"MO",72,9,5,500
"OK",61,6,5,500
"AL",56,6,5,500
"AL",47,8,5,500
"CA",73,17,5,500
"VA",44,14,5,480
"VA",43,14,5,460
"VA",55,13,5,450
"VA",39,13,5,450
"FL",40,8,5,450
"GA",80,4,5,450
"CA",69,11,5,450
"CA",67,11,5,450
"CA",81,5,5,450
"GA",60,12,5,450
"MN",71,5,5,450
"OK",52,14,5,450
"FL",62,12,5,450
"MO",46,7,5,450
"FL",50,4,5,430
"IA",47,2,5,400
"FL",86,8,5,400
"MO",53,10,5,400
"VA",69,13,5,400
"CA",58,6,5,400
"MO",77,8,5,400
"FL",69,6,5,400
"MO",76,3,5,400
"NJ",47,6,5,400
"LA",51,4,5,400
"NJ",49,4,5,360
"FL",78,8,5,360
"MO",67,9,5,350
"VA",70,6,5,350
"LA",92,6,5,350
"AL",62,5,5,350
"IL",64,5,5,350
"CA",62,13,5,300
"PA",42,3,5,300
"VA",60,3,5,300
"WA",78,8,5,300
"WA",77,8,5,300
"IA",52,7,5,300
"VA",61,3,5,300
"CA",78,4,5,300
"WV",70,9,5,300
"IN",48,5,5,300
"NJ",63,6,5,300
"MD",66,4,5,300
"PA",40,4,5,300
"OK",61,3,5,300
"PA",92,2,5,300
"PA",39,4,5,300
"PA",76,4,5,300
"FL",85,5,5,300
"IN",54,7,5,280
"VA",42,6,5,260
"MO",56,4,5,250
"MO",60,5,5,250
"VA",31,7,5,250
"FL",68,2,5,250
"FL",82,1,5,250
"FL",54,3,5,250
"FL",80,4,5,250
"FL",77,1,5,250
"OK",50,7,5,230
"FL",53,8,5,230
"MO",64,2,5,220
"WA",80,63,5,200
"MO",90,2,5,200
"PA",84,2,5,200
"FL",69,2,5,200
"PA",92,1,5,200
"TX",72,4,5,200
"TX",70,4,5,200
"FL",85,1,5,200
"TX",58,4,5,200
"CT",78,4,5,200
"FL",65,2,5,200
"PA",41,2,5,200
"FL",78,2,5,200
"FL",85,4,5,200
"IN",86,3,5,200
"IN",83,3,5,200
"PA",40,2,5,200
"WA",83,4,5,200
"VA",85,2,5,200
"AL",73,2,5,200
"NY",45,3,5,180
"CT",66,3,5,180
"VA",90,1,5,180
"IN",37,2,5,150
"NJ",93,1,5,150
"CA",79,6,5,150
"WA",80,3,5,150
"VA",71,1,5,150
"MA",72,2,5,150
"VA",39,3,5,140
"NY",34,3,5,130
"IL",47,3,5,110
"NV",69,1,5,100
"VA",88,2,5,100
"NY",91,2,5,100
"NY",82,1,5,100
"NY",80,1,5,100
"NY",84,1,5,100
"FL",89,1,5,100
"TX",77,2,5,100
"FL",83,1,5,100
"FL",75,1,5,100
"IN",55,3,5,100
"FL",71,1,5,100
"FL",88,1,5,100
"FL",74,1,5,100
"FL",83,1,5,100
"FL",88,1,5,100
"FL",79,1,5,100
"IN",68,1,5,100
"FL",85,1,5,100
"GA",65,1,5,80
"NY",90,1,5,80
"NY",78,1,5,80
"MO",89,1,5,80
"VA",64,1,5,80
"NY",81,1,5,80
"NY",68,1,5,60
"NY",83,1,5,60
"NY",76,1,5,60
"NY",93,1,5,60
"NY",77,1,5,60
"DC",62,1,5,60
"TX",70,1,5,60
"CA",80,1,5,50
"OK",48,1,5,50
"IN",82,1,5,50
"VA",85,1,5,50
"NY",79,1,5,40
"MD",61,1,5,40
"IN",73,14,6,5000
"FL",61,126,6,4700
"PA",41,133,6,4200
"FL",50,83,6,3500
"NJ",56,195,6,3300
"IL",47,125,6,3000
"CA",58,138,6,3000
"NJ",12,150,6,3000
"HI",71,78,6,3000
"IL",61,124,6,2600
"VA",38,56,6,2600
"OH",22,56,6,2500
"NJ",50,85,6,2500
"OH",61,65,6,2400
"FL",60,39,6,2300
"CA",73,82,6,2300
"PA",51,28,6,2200
"NV",61,111,6,2200
"NJ",9,130,6,2200
"LA",68,54,6,2100
"CA",76,84,6,2000
"IL",89,46,6,2000
"NY",62,61,6,1900
"MI",58,39,6,1900
"NY",64,56,6,1800
"IN",67,48,6,1800
"SC",81,47,6,1800
"IN",47,64,6,1800
"MD",44,62,6,1800
"IL",42,63,6,1800
"FL",58,14,6,1700
"CA",71,61,6,1600
"LA",48,55,6,1600
"LA",52,30,6,1600
"AR",94,55,6,1600
"NY",60,48,6,1600
"TX",44,39,6,1600
"OK",18,63,6,1500
"FL",43,11,6,1500
"FL",71,51,6,1500
"IL",50,61,6,1500
"IL",31,52,6,1500
"LA",65,56,6,1500
"FL",49,24,6,1500
"LA",44,57,6,1500
"FL",83,30,6,1500
"NJ",70,49,6,1500
"CT",42,62,6,1500
"FL",42,51,6,1500
"LA",55,54,6,1400
"CA",63,52,6,1400
"NY",91,39,6,1400
"CA",71,49,6,1300
"NJ",38,38,6,1300
"MS",40,51,6,1300
"NY",23,28,6,1300
"NY",23,28,6,1300
"OH",48,25,6,1300
"OH",30,26,6,1300
"MO",81,26,6,1200
"CA",78,46,6,1200
"NY",22,41,6,1200
"VA",74,19,6,1200
"IN",76,28,6,1100
"DC",40,30,6,1100
"OK",46,21,6,1100
"DC",50,29,6,1100
"NJ",33,35,6,1100
"OH",38,27,6,1000
"MD",29,28,6,1000
"KS",59,28,6,1000
"FL",62,21,6,1000
"ME",74,11,6,1000
"NY",68,29,6,990
"IL",24,27,6,900
"IN",63,27,6,900
"NY",54,30,6,900
"PA",44,28,6,900
"IL",53,26,6,900
"NY",59,28,6,870
"VA",89,3,6,800
"FL",71,27,6,800
"GA",46,27,6,800
"NH",76,14,6,800
"NH",77,13,6,800
"IL",49,25,6,800
"NJ",48,18,6,800
"GA",50,18,6,780
"IL",37,24,6,770
"FL",56,22,6,770
"VA",64,19,6,760
"UT",73,20,6,700
"IA",38,10,6,700
"GA",46,23,6,700
"IA",53,9,6,700
"WI",49,11,6,650
"FL",72,9,6,650
"MS",44,23,6,650
"DC",51,5,6,650
"TX",72,14,6,640
"NY",60,19,6,620
"IA",57,12,6,620
"AZ",79,27,6,610
"PA",19,24,6,600
"CA",62,24,6,600
"MD",31,12,6,600
"ME",69,4,6,600
"DC",48,12,6,600
"VA",66,15,6,600
"MT",48,12,6,600
"MO",81,12,6,550
"PA",46,14,6,550
"MO",47,10,6,550
"GA",64,10,6,550
"ME",73,7,6,540
"CT",52,13,6,520
"VA",67,13,6,520
"MO",78,9,6,500
"NJ",62,4,6,500
"IA",58,13,6,500
"FL",44,4,6,500
"IL",21,15,6,500
"IL",91,13,6,500
"IL",92,11,6,500
"OH",51,13,6,490
"IL",89,5,6,480
"IL",22,14,6,480
"MO",58,12,6,450
"MO",72,14,6,450
"VA",45,7,6,450
"PA",35,14,6,420
"PA",34,14,6,420
"FL",60,11,6,400
"FL",25,5,6,400
"GA",58,12,6,400
"GA",46,12,6,400
"VA",71,2,6,400
"CT",74,5,6,400
"FL",76,8,6,400
"FL",57,7,6,400
"NJ",47,9,6,400
"VA",56,13,6,400
"FL",67,5,6,360
"NY",26,10,6,350
"VA",92,2,6,350
"GA",83,9,6,350
"CT",72,4,6,350
"IA",48,4,6,340
"IN",46,10,6,320
"IN",48,10,6,320
"OH",75,2,6,300
"MA",67,4,6,300
"MO",52,5,6,300
"PA",64,3,6,300
"CA",59,13,6,300
"MO",45,6,6,300
"CA",56,5,6,300
"MO",58,5,6,300
"IN",57,7,6,300
"TX",81,3,6,300
"VA",61,6,6,300
"MO",67,4,6,300
"AL",61,2,6,300
"AL",59,2,6,300
"MA",53,6,6,300
"WV",19,4,6,300
"MO",60,7,6,250
"MO",84,3,6,250
"VA",63,6,6,250
"AL",71,3,6,250
"NJ",53,3,6,230
"MO",47,7,6,230
"NJ",56,3,6,230
"VA",72,4,6,230
"IN",50,5,6,220
"AL",62,1,6,220
"FL",57,4,6,200
"VA",75,1,6,200
"VA",37,2,6,200
"PA",53,1,6,200
"DC",65,2,6,200
"IA",50,2,6,200
"CA",59,7,6,200
"FL",89,2,6,200
"OH",61,3,6,200
"FL",62,3,6,200
"DC",40,2,6,200
"FL",85,3,6,200
"LA",70,4,6,200
"LA",72,2,6,180
"LA",74,6,6,180
"IN",38,3,6,170
"MA",58,2,6,170
"VA",86,1,6,160
"OH",58,1,6,160
"OH",73,1,6,160
"MA",41,3,6,160
"NY",78,2,6,150
"MA",20,2,6,150
"MA",56,1,6,150
"MA",70,1,6,150
"IN",73,3,6,150
"WV",82,1,6,150
"NY",94,2,6,150
"MA",59,1,6,130
"VA",86,3,6,130
"DC",25,2,6,130
"OK",49,3,6,130
"CT",38,3,6,120
"NY",76,1,6,120
"VA",51,3,6,120
"MD",65,2,6,100
"VA",37,2,6,100
"CA",51,7,6,100
"OH",57,1,6,100
"OH",43,1,6,100
"FL",49,1,6,100
"IN",48,1,6,100
"OK",46,1,6,100
"WV",60,1,6,100
"DC",56,2,6,100
"MO",48,1,6,100
"PA",66,1,6,100
"WV",37,1,6,100
"WV",38,1,6,100
"IN",70,1,6,100
"VA",64,1,6,100
"WV",32,1,6,100
"LA",70,2,6,100
"MO",58,1,6,100
"DC",72,1,6,98
"FL",94,1,6,80
"OH",70,1,6,60
"IN",71,1,6,50
"VA",33,1,6,50
"MO",88,1,6,50
"IN",77,1,6,50
"FL",54,1,6,40
"FL",2,459,7,9000
"HI",60,75,7,5100
"PA",56,118,7,4000
"NC",61,126,7,4000
"PA",33,124,7,3900
"PA",64,103,7,3800
"KY",32,125,7,3600
"CA",73,139,7,3500
"PA",56,115,7,3500
"SC",60,74,7,2700
"CT",40,125,7,2600
"MI",30,106,7,2600
"IL",47,47,7,2500
"GA",56,83,7,2300
"MD",50,53,7,2200
"VA",57,63,7,2200
"DC",49,60,7,2200
"CT",54,48,7,2200
"AL",71,51,7,2100
"IL",26,55,7,2000
"IL",26,56,7,2000
"CA",72,45,7,2000
"IL",51,83,7,2000
"MO",59,45,7,2000
"IL",57,66,7,2000
"VA",22,54,7,1900
"PA",56,67,7,1900
"VA",56,53,7,1900
"MD",55,60,7,1800
"PA",43,55,7,1800
"VA",40,23,7,1800
"MA",67,44,7,1800
"AL",40,44,7,1800
"NJ",48,41,7,1800
"IL",44,64,7,1800
"VA",56,54,7,1800
"NY",50,51,7,1700
"GA",43,46,7,1700
"NJ",45,52,7,1700
"NJ",30,56,7,1700
"CT",47,55,7,1700
"MI",51,33,7,1700
"LA",86,40,7,1600
"AL",51,60,7,1600
"GA",52,47,7,1600
"IL",44,39,7,1600
"AL",36,62,7,1600
"PA",31,52,7,1500
"FL",77,48,7,1500
"MN",82,44,7,1500
"WV",30,54,7,1500
"LA",65,54,7,1500
"WA",61,54,7,1500
"AL",32,44,7,1500
"IL",16,57,7,1400
"NY",60,39,7,1300
"IL",63,12,7,1300
"GA",57,47,7,1300
"WV",31,27,7,1300
"CT",52,41,7,1200
"OH",67,23,7,1200
"CA",79,56,7,1200
"DC",51,23,7,1200
"NY",64,37,7,1100
"IA",47,26,7,1100
"WA",56,54,7,1000
"NY",82,42,7,1000
"NY",74,28,7,1000
"MD",46,27,7,1000
"MO",82,26,7,1000
"MO",39,26,7,1000
"FL",39,30,7,1000
"MA",76,27,7,980
"MA",56,28,7,980
"AL",35,19,7,950
"FL",68,14,7,920
"FL",62,9,7,920
"CA",67,24,7,900
"MS",47,14,7,900
"FL",78,12,7,900
"FL",29,52,7,900
"IL",38,26,7,900
"IL",44,25,7,900
"NY",56,28,7,900
"NY",60,26,7,880
"PA",32,44,7,850
"CT",42,23,7,850
"IL",52,28,7,800
"LA",28,26,7,800
"NH",74,14,7,800
"FL",41,19,7,800
"IN",43,25,7,800
"WV",31,26,7,800
"LA",59,11,7,800
"LA",30,28,7,800
"CT",53,27,7,800
"AL",41,27,7,800
"DE",50,13,7,800
"IL",53,26,7,800
"LA",59,25,7,750
"DC",39,14,7,750
"FL",66,14,7,730
"CA",71,24,7,700
"CA",72,23,7,700
"CA",61,20,7,700
"ME",98,3,7,700
"CT",35,27,7,700
"LA",43,15,7,700
"IL",69,26,7,700
"GA",42,16,7,700
"CT",31,27,7,680
"IA",20,11,7,660
"IL",48,11,7,650
"IL",40,10,7,650
"GA",50,18,7,650
"VA",45,14,7,650
"LA",51,20,7,610
"DC",39,11,7,600
"IA",70,4,7,600
"IA",32,5,7,550
"ME",76,6,7,550
"OK",29,13,7,500
"NJ",31,7,7,500
"GA",58,12,7,500
"PA",71,14,7,500
"TN",69,12,7,500
"VA",50,17,7,500
"IL",37,11,7,500
"VA",17,15,7,500
"GA",49,12,7,500
"TN",48,10,7,500
"VA",41,18,7,500
"FL",50,13,7,500
"ME",52,7,7,500
"TX",50,4,7,500
"FL",83,2,7,500
"MI",79,6,7,490
"VA",43,14,7,480
"MA",62,6,7,460
"CA",68,17,7,450
"OK",41,13,7,450
"VA",44,14,7,450
"LA",47,12,7,450
"LA",50,10,7,450
"OH",41,12,7,440
"VA",51,4,7,440
"MI",78,7,7,430
"NJ",46,13,7,420
"IL",42,10,7,400
"IA",57,7,7,400
"WV",32,3,7,400
"WV",29,10,7,400
"CT",76,3,7,350
"IL",56,12,7,350
"NJ",42,5,7,350
"VA",77,4,7,350
"WV",37,6,7,350
"PA",75,6,7,350
"CT",70,3,7,350
"WV",28,4,7,350
"FL",83,1,7,340
"LA",45,11,7,330
"MI",78,6,7,330
"IL",84,8,7,330
"MI",66,5,7,320
"MO",40,6,7,320
"CT",34,6,7,320
"NJ",28,9,7,320
"FL",81,1,7,310
"MO",56,5,7,300
"CT",82,3,7,300
"PA",56,3,7,300
"MA",80,6,7,300
"MO",45,7,7,300
"WV",75,3,7,300
"OH",49,3,7,300
"OH",52,1,7,300
"OH",73,4,7,300
"CA",59,11,7,300
"MO",42,7,7,300
"PA",75,3,7,300
"FL",72,1,7,300
"IN",53,7,7,300
"PA",37,2,7,300
"DC",78,2,7,300
"IN",87,1,7,300
"PA",47,2,7,300
"PA",61,4,7,300
"FL",48,8,7,280
"VA",54,6,7,280
"MO",60,2,7,270
"PA",70,7,7,260
"VA",60,6,7,250
"VA",53,7,7,250
"VA",55,7,7,250
"AL",56,5,7,250
"AL",60,4,7,250
"PA",75,7,7,250
"AL",54,4,7,250
"VA",64,7,7,250
"FL",78,3,7,240
"NJ",44,6,7,240
"FL",76,3,7,240
"OH",51,2,7,220
"OH",77,1,7,220
"FL",51,5,7,200
"FL",58,4,7,200
"VA",56,2,7,200
"WV",53,1,7,200
"WV",37,2,7,200
"IN",48,7,7,200
"WV",79,1,7,200
"FL",88,3,7,200
"FL",95,3,7,200
"IN",44,6,7,200
"NY",96,2,7,200
"PA",81,2,7,200
"WV",43,1,7,200
"VA",67,1,7,200
"WV",39,1,7,200
"PA",58,4,7,200
"WV",32,1,7,200
"FL",78,1,7,200
"MA",74,3,7,180
"MI",45,3,7,180
"CA",85,5,7,180
"MA",69,3,7,170
"PA",64,2,7,170
"MI",44,3,7,170
"CT",84,1,7,160
"VA",83,1,7,160
"WV",68,1,7,150
"DC",77,3,7,150
"DC",62,1,7,150
"AL",67,1,7,150
"DC",30,3,7,150
"VA",52,3,7,130
"NY",78,1,7,120
"CT",44,3,7,120
"FL",65,1,7,110
"SD",31,1,7,100
"IN",50,1,7,100
"MD",78,3,7,100
"IL",35,2,7,100
"OH",79,1,7,100
"VA",86,1,7,100
"IN",46,2,7,100
"PA",91,1,7,100
"VA",77,1,7,100
"MS",79,1,7,100
"MD",86,1,7,100
"FL",83,1,7,100
"NY",60,1,7,100
"WV",32,1,7,100
"VA",42,1,7,90
"IN",85,1,7,80
"NY",81,1,7,80
"IN",55,1,7,80
"NY",74,1,7,80
"VA",80,1,7,75
"OK",17,1,7,60
"NY",76,1,7,60
"NY",77,1,7,60
"FL",90,1,7,51
"FL",89,1,7,50
"NY",77,1,7,40
"VA",53,1,7,40
"NY",42,1,7,40
"NY",78,1,7,40
"DC",64,1,7,40
"PA",52,155,8,5200
"CA",68,252,8,4700
"CA",67,251,8,4600
"FL",47,121,8,4300
"FL",52,102,8,4200
"MD",3,123,8,4000
"FL",46,57,8,4000
"KY",57,132,8,3500
"VA",18,118,8,3300
"NJ",11,150,8,3000
"VA",49,87,8,3000
"NJ",66,118,8,2900
"FL",47,45,8,2800
"IL",42,81,8,2700
"IL",40,87,8,2600
"CA",41,85,8,2500
"FL",43,84,8,2500
"FL",44,35,8,2400
"VA",35,55,8,2400
"CT",51,98,8,2400
"MS",37,74,8,2300
"OH",71,61,8,2300
"DC",71,16,8,2200
"IL",33,84,8,2200
"AL",62,84,8,2200
"GA",46,61,8,2100
"IL",22,84,8,2100
"DE",41,40,8,2000
"IL",42,83,8,2000
"PA",29,55,8,2000
"MD",54,60,8,2000
"NJ",48,71,8,2000
"NJ",53,41,8,2000
"NJ",54,34,8,1900
"IL",48,46,8,1900
"MD",41,58,8,1900
"IL",54,61,8,1800
"DE",36,55,8,1800
"AL",72,56,8,1800
"LA",53,55,8,1800
"FL",48,67,8,1800
"LA",25,95,8,1800
"CA",35,56,8,1700
"AL",49,55,8,1700
"IL",59,55,8,1700
"FL",38,60,8,1700
"NJ",25,60,8,1600
"FL",66,50,8,1600
"CT",53,54,8,1600
"MS",34,55,8,1600
"IL",50,60,8,1600
"IL",58,62,8,1500
"IL",40,49,8,1500
"MS",33,47,8,1500
"GA",49,62,8,1500
"AL",40,35,8,1500
"WA",60,62,8,1500
"NJ",56,44,8,1500
"IL",39,62,8,1400
"WA",85,43,8,1400
"MA",76,13,8,1400
"NV",66,36,8,1400
"CT",43,62,8,1300
"IL",45,62,8,1300
"IL",33,59,8,1300
"CT",48,35,8,1300
"LA",44,34,8,1300
"SC",75,35,8,1300
"SC",64,35,8,1300
"DC",62,28,8,1200
"DC",81,26,8,1200
"VA",37,24,8,1200
"IL",40,55,8,1200
"OH",73,25,8,1200
"MS",44,42,8,1200
"IL",39,22,8,1200
"NJ",21,45,8,1100
"FL",36,23,8,1100
"IL",75,26,8,1100
"PA",54,27,8,1100
"PA",21,28,8,1100
"OH",44,24,8,1100
"FL",68,8,8,1000
"MI",50,24,8,1000
"VA",32,26,8,1000
"VA",21,27,8,1000
"FL",85,4,8,1000
"TN",77,23,8,1000
"MO",40,26,8,1000
"VA",90,20,8,1000
"NY",75,21,8,1000
"LA",61,26,8,1000
"MI",42,23,8,1000
"NY",52,32,8,1000
"ME",74,5,8,1000
"MA",80,27,8,980
"GA",58,25,8,930
"MD",88,29,8,900
"CA",33,27,8,900
"LA",48,34,8,900
"GA",49,26,8,900
"LA",47,27,8,900
"ME",75,10,8,900
"CT",49,31,8,900
"DC",43,29,8,900
"CT",52,27,8,900
"PA",46,29,8,900
"NY",44,30,8,880
"NY",57,30,8,870
"PA",26,28,8,850
"RI",56,27,8,850
"NY",76,28,8,840
"NY",51,28,8,840
"TN",67,15,8,830
"NJ",71,27,8,810
"FL",61,28,8,800
"LA",32,28,8,800
"TX",81,9,8,800
"NJ",43,11,8,800
"FL",71,11,8,800
"LA",46,24,8,800
"GA",40,28,8,800
"LA",53,25,8,800
"IL",49,22,8,800
"FL",73,6,8,750
"MS",41,27,8,750
"FL",57,12,8,730
"TN",73,10,8,700
"FL",58,1,8,700
"WA",53,24,8,700
"WA",33,25,8,700
"LA",80,28,8,700
"WA",77,21,8,700
"FL",67,10,8,700
"CA",63,28,8,700
"GA",39,21,8,700
"MO",69,10,8,650
"LA",78,10,8,650
"IL",49,13,8,610
"MA",63,21,8,600
"FL",60,2,8,600
"FL",63,1,8,600
"FL",64,5,8,600
"FL",51,5,8,600
"ME",71,2,8,600
"WV",30,12,8,600
"NV",68,19,8,600
"IA",63,4,8,600
"FL",58,8,8,600
"FL",65,5,8,600
"MD",52,16,8,600
"LA",65,12,8,600
"TN",61,9,8,580
"PA",70,14,8,550
"MD",54,13,8,550
"FL",56,14,8,550
"VA",86,4,8,540
"KY",8,12,8,530
"GA",59,13,8,520
"LA",28,27,8,510
"AL",62,7,8,500
"VA",43,14,8,500
"PA",71,11,8,500
"DC",81,6,8,500
"VA",59,14,8,500
"VA",42,23,8,500
"CT",76,13,8,500
"WV",64,3,8,500
"TX",86,20,8,500
"IL",61,5,8,490
"FL",72,12,8,480
"MA",42,13,8,470
"PA",62,14,8,460
"MS",39,17,8,460
"PA",78,14,8,460
"PA",69,14,8,460
"MA",60,13,8,450
"VA",43,14,8,450
"VA",50,14,8,450
"MD",30,14,8,450
"FL",40,5,8,450
"AL",66,11,8,450
"MA",37,13,8,450
"VA",38,14,8,450
"VA",32,14,8,450
"VA",20,14,8,450
"MS",85,12,8,450
"MA",78,5,8,440
"MA",55,13,8,440
"FL",62,2,8,420
"TX",80,9,8,400
"LA",35,12,8,400
"CA",87,5,8,400
"FL",54,6,8,400
"IN",86,12,8,400
"FL",76,1,8,400
"NY",50,3,8,390
"CT",32,15,8,390
"FL",73,4,8,390
"FL",64,2,8,350
"OH",57,4,8,350
"CT",57,3,8,350
"OH",44,3,8,350
"VA",53,7,8,330
"PA",73,3,8,320
"FL",79,1,8,320
"MA",68,3,8,300
"FL",70,2,8,300
"IA",16,6,8,300
"IA",76,2,8,300
"NJ",51,2,8,300
"MA",29,3,8,300
"CA",71,4,8,300
"MA",24,6,8,300
"PA",84,2,8,300
"NY",66,9,8,300
"AZ",43,7,8,300
"MA",40,6,8,300
"MA",80,4,8,300
"CT",68,7,8,300
"IN",51,7,8,300
"CT",62,6,8,300
"MA",53,6,8,300
"IL",41,13,8,300
"MA",15,7,8,300
"MA",52,7,8,300
"FL",77,2,8,300
"GA",84,3,8,300
"MA",43,5,8,300
"NY",35,8,8,290
"AL",61,6,8,290
"VA",42,4,8,280
"IA",57,4,8,260
"OH",56,2,8,250
"OH",26,2,8,250
"NJ",51,2,8,250
"TX",93,3,8,250
"TX",72,13,8,250
"OH",47,3,8,250
"PA",37,3,8,250
"IA",61,2,8,250
"AL",51,2,8,250
"OH",64,6,8,250
"FL",53,11,8,220
"PA",76,1,8,200
"FL",82,1,8,200
"FL",85,1,8,200
"WV",88,1,8,200
"FL",75,1,8,200
"FL",57,1,8,200
"FL",60,1,8,200
"MO",46,7,8,200
"NY",82,2,8,200
"AL",57,2,8,200
"MA",81,1,8,200
"FL",87,3,8,200
"FL",86,2,8,200
"FL",78,2,8,200
"OH",28,2,8,200
"FL",56,1,8,200
"FL",85,2,8,200
"VA",61,1,8,200
"WV",24,6,8,200
"VA",83,1,8,200
"VA",48,3,8,200
"FL",52,2,8,200
"WV",40,1,8,200
"IL",54,3,8,200
"NY",68,3,8,160
"IN",24,2,8,150
"IA",48,2,8,150
"CA",71,9,8,150
"WV",85,1,8,150
"VA",40,6,8,150
"AL",42,2,8,150
"VA",74,1,8,150
"VA",64,1,8,150
"VA",60,1,8,150
"PA",64,2,8,150
"FL",70,1,8,150
"IL",65,2,8,150
"VA",39,1,8,150
"CA",72,5,8,150
"VA",48,3,8,150
"CA",70,7,8,150
"DC",84,1,8,150
"MD",69,2,8,150
"NY",90,2,8,140
"MS",44,5,8,140
"OH",88,1,8,140
"CA",44,6,8,120
"FL",63,1,8,100
"NY",86,2,8,100
"NY",82,1,8,100
"NY",87,1,8,100
"NY",80,1,8,100
"NY",89,1,8,100
"NY",72,1,8,100
"FL",74,1,8,100
"FL",79,1,8,100
"FL",57,1,8,100
"FL",89,1,8,100
"FL",77,1,8,100
"FL",73,1,8,100
"WV",37,1,8,100
"WV",30,1,8,100
"FL",92,1,8,100
"IA",85,1,8,100
"IA",85,1,8,100
"MO",48,3,8,100
"IN",46,1,8,100
"FL",62,1,8,100
"NY",63,2,8,100
"DC",72,1,8,100
"NY",93,1,8,100
"MS",91,1,8,100
"NJ",59,1,8,100
"MO",48,1,8,100
"IN",48,1,8,100
"MA",59,1,8,100
"NY",66,1,8,100
"IN",70,1,8,100
"IN",44,1,8,100
"NY",86,1,8,100
"CA",86,1,8,100
"NY",69,1,8,80
"NY",84,1,8,80
"NY",26,1,8,80
"IN",44,1,8,80
"NY",75,1,8,80
"NY",68,1,8,80
"NY",59,1,8,80
"VA",35,1,8,80
"NY",66,1,8,80
"DC",97,1,8,60
"NY",76,1,8,60
"NY",65,1,8,60
"NY",86,1,8,60
"NY",78,1,8,60
"NY",88,1,8,60
"NY",84,1,8,60
"NY",79,1,8,60
"NY",83,1,8,60
"NY",72,1,8,60
"NJ",50,1,8,60
"NY",78,1,8,60
"FL",78,1,8,60
"NY",58,1,8,60
"NY",74,1,8,60
"NY",77,1,8,60
"AZ",87,1,8,50
"FL",84,1,8,40
